r2, rmse
0.9458778027312997,3460.42
0.9458778027312997,3460.42
0.9769976758116533,2255.94
0.9769976758116533,2255.94
-0.5504694902161376,18521.4
-0.5504694902161376,18521.4
0.9637178145575062,2833.27
0.9637178145575062,2833.27
0.9522674646400617,3249.74
0.9522674646400617,3249.74
0.942369802692852,3570.81
0.942369802692852,3570.81
0.9310463303388119,3905.89
0.9310463303388119,3905.89
0.9660865515326122,2739.22
0.9660865515326122,2739.22
0.9398160815269961,3649.06
0.9398160815269961,3649.06
-0.5569150037537711,18559.8
-0.5569150037537711,18559.8
0.951673989211537,3269.88
0.951673989211537,3269.88
-0.4106185222009884,17666.3
-0.4106185222009884,17666.3
-0.41558375336981324,17697.4
-0.41558375336981324,17697.4
-0.5276002736663186,18384.3
-0.5276002736663186,18384.3
-0.5558074969240052,18553.2
-0.5558074969240052,18553.2
-0.5513895722367339,18526.9
-0.5513895722367339,18526.9
-0.5509670215641591,18524.3
-0.5509670215641591,18524.3
-0.21748159611576723,16412.4
-0.21748159611576723,16412.4
-0.21572407432747864,16400.6
-0.21572407432747864,16400.6
-0.5336777822790846,18420.8
-0.5336777822790846,18420.8
-0.5276544706336179,18384.6
-0.5276544706336179,18384.6
-0.4106575621775075,17666.6
-0.4106575621775075,17666.6
-0.5513990451558826,18526.9
-0.5513990451558826,18526.9
-0.5558564139423159,18553.5
-0.5558564139423159,18553.5
-0.5568832411036231,18559.6
-0.5568832411036231,18559.6
-0.5566280946006972,18558.1
-0.5566280946006972,18558.1
-0.5565783018931301,18557.8
-0.5565783018931301,18557.8
-86.03748308791363,138770
-86.03748308791363,138770
-121.08169620215872,164349
-121.08169620215872,164349
-107.0485440213691,154615
-107.0485440213691,154615
0.8833473290057497,6885.56
0.8833473290057497,6885.56
0.9464792206211188,4663.94
0.9464792206211188,4663.94
-0.3625855849513415,23532.8
-0.3625855849513415,23532.8
0.9212189517999196,5658.52
0.9212189517999196,5658.52
0.9023534274539686,6299.71
0.9023534274539686,6299.71
0.9042875543235924,6237.01
0.9042875543235924,6237.01
0.8711035037148701,7237.9
0.8711035037148701,7237.9
0.9163971453628826,5829.12
0.9163971453628826,5829.12
0.8768023454319542,7076.09
0.8768023454319542,7076.09
-0.3664146549604521,23565.9
-0.3664146549604521,23565.9
0.8990840396461768,6404.31
0.8990840396461768,6404.31
-0.2821324696983698,22827.5
-0.2821324696983698,22827.5
-0.28461284388500174,22849.6
-0.28461284388500174,22849.6
-0.34915662598877484,23416.6
-0.34915662598877484,23416.6
-0.365512309013837,23558.1
-0.365512309013837,23558.1
-0.36213124303618494,23528.9
-0.36213124303618494,23528.9
-0.36257740067065214,23532.8
-0.36257740067065214,23532.8
-0.1630695124468855,21741.8
-0.1630695124468855,21741.8
-0.16015259411015914,21714.5
-0.16015259411015914,21714.5
-0.35265683027852757,23446.9
-0.35265683027852757,23446.9
-0.34925668882479965,23417.4
-0.34925668882479965,23417.4
-0.28145332166966797,22821.5
-0.28145332166966797,22821.5
-0.36305303847820203,23536.9
-0.36305303847820203,23536.9
-0.36572224270649945,23559.9
-0.36572224270649945,23559.9
-0.3663909029438073,23565.7
-0.3663909029438073,23565.7
-0.36624782522868404,23564.4
-0.36624782522868404,23564.4
-0.36621867481831494,23564.2
-0.36621867481831494,23564.2
-45.23543937683655,137082
-45.23543937683655,137082
-64.3740366991249,163003
-64.3740366991249,163003
-57.182522712920296,153776
-57.182522712920296,153776
-0.31117704497135534,71.5776
-0.31117704497135534,71.5776
0.47223648276395247,45.4115
0.47223648276395247,45.4115
-11.412356170539418,220.229
-11.412356170539418,220.229
0.19208792045845635,56.186
0.19208792045845635,56.186
-0.03213261771558806,63.5059
-0.03213261771558806,63.5059
0.08660239142433657,59.7415
0.08660239142433657,59.7415
-0.3523900199515537,72.6938
-0.3523900199515537,72.6938
0.39297870280219194,48.7022
0.39297870280219194,48.7022
-0.3919060920744899,73.7482
-0.3919060920744899,73.7482
-19.31164406241774,281.721
-19.31164406241774,281.721
-0.08264194957356086,65.0412
-0.08264194957356086,65.0412
-427.2077978754022,1293.52
-427.2077978754022,1293.52
-404.2167589795132,1258.32
-404.2167589795132,1258.32
-0.20901194744889806,68.7324
-0.20901194744889806,68.7324
-17.75826014307772,270.734
-17.75826014307772,270.734
-12.25428566317898,227.575
-12.25428566317898,227.575
-12.129599454015628,226.502
-12.129599454015628,226.502
-3916.8442991474813,3912.64
-3916.8442991474813,3912.64
-4055.0155156044784,3981.04
-4055.0155156044784,3981.04
-0.5351163790712621,77.4492
-0.5351163790712621,77.4492
-0.17005431416089745,67.616
-0.17005431416089745,67.616
-426.1923318593222,1291.99
-426.1923318593222,1291.99
-12.312803208118616,228.077
-12.312803208118616,228.077
-17.838513944740694,271.312
-17.838513944740694,271.312
-19.26430338747627,281.392
-19.26430338747627,281.392
-18.9140255161877,278.95
-18.9140255161877,278.95
-18.8455660057996,278.47
-18.8455660057996,278.47
-5663763.416355943,148764
-5663763.416355943,148764
-7792141.757143755,174492
-7792141.757143755,174492
-6944570.443547151,164729
-6944570.443547151,164729
0.6395330532008985,198635
0.6395330532008985,198635
0.8427888408589324,131179
0.8427888408589324,131179
-1.4058858884490326,513168
-1.4058858884490326,513168
0.7797747618430595,155259
0.7797747618430595,155259
0.7198993904748463,175097
0.7198993904748463,175097
0.7549877356469554,163763
0.7549877356469554,163763
0.6446951678718778,197207
0.6446951678718778,197207
0.792927225707919,150551
0.792927225707919,150551
0.637065462580038,199313
0.637065462580038,199313
-1.4063284702579493,513216
-1.4063284702579493,513216
0.700177116396001,181157
0.700177116396001,181157
-1.3958300950127156,512095
-1.3958300950127156,512095
-1.3959880609953057,512112
-1.3959880609953057,512112
-1.4042636262584027,512995
-1.4042636262584027,512995
-1.4061981702180506,513202
-1.4061981702180506,513202
-1.4057685385068526,513156
-1.4057685385068526,513156
-1.4058699971573443,513167
-1.4058699971573443,513167
-1.3778241602965418,510167
-1.3778241602965418,510167
-1.3770278599756423,510081
-1.3770278599756423,510081
-1.4046878064849593,513041
-1.4046878064849593,513041
-1.4042816501467548,512997
-1.4042816501467548,512997
-1.3957740682287803,512089
-1.3957740682287803,512089
-1.405922537499984,513172
-1.405922537499984,513172
-1.406235795242147,513206
-1.406235795242147,513206
-1.4063259335195224,513215
-1.4063259335195224,513215
-1.406308854095125,513213
-1.406308854095125,513213
-1.4063054253177731,513213
-1.4063054253177731,513213
-0.5182279083369705,407653
-0.5182279083369705,407653
-0.382423351469543,388994
-0.382423351469543,388994
-0.42349415256807554,394730
-0.42349415256807554,394730
0.7455050880083091,480349
0.7455050880083091,480349
0.8980724960114452,303993
0.8980724960114452,303993
-0.6303585985373112,1.21579e+06
-0.6303585985373112,1.21579e+06
0.8489883184306373,370018
0.8489883184306373,370018
0.794796405470334,431330
0.794796405470334,431330
0.8458012456236691,373902
0.8458012456236691,373902
0.7544134897029555,471867
0.7544134897029555,471867
0.8895927396265528,316385
0.8895927396265528,316385
0.7358852933719819,489343
0.7358852933719819,489343
-0.6304626783009506,1.21583e+06
-0.6304626783009506,1.21583e+06
0.7872539401673401,439186
0.7872539401673401,439186
-0.6279878402798649,1.21491e+06
-0.6279878402798649,1.21491e+06
-0.6280726803752512,1.21494e+06
-0.6280726803752512,1.21494e+06
-0.6299846950647159,1.21565e+06
-0.6299846950647159,1.21565e+06
-0.6304391521877024,1.21582e+06
-0.6304391521877024,1.21582e+06
-0.6303518159431067,1.21579e+06
-0.6303518159431067,1.21579e+06
-0.6303446065876717,1.21579e+06
-0.6303446065876717,1.21579e+06
-0.6237969437194097,1.21334e+06
-0.6237969437194097,1.21334e+06
-0.6237707149615548,1.21333e+06
-0.6237707149615548,1.21333e+06
-0.6300673802744259,1.21568e+06
-0.6300673802744259,1.21568e+06
-0.6299823195224388,1.21565e+06
-0.6299823195224388,1.21565e+06
-0.6279519968397724,1.21489e+06
-0.6279519968397724,1.21489e+06
-0.6303629921276463,1.21579e+06
-0.6303629921276463,1.21579e+06
-0.6304414478821037,1.21582e+06
-0.6304414478821037,1.21582e+06
-0.6304619556730449,1.21583e+06
-0.6304619556730449,1.21583e+06
-0.630457981748143,1.21583e+06
-0.630457981748143,1.21583e+06
-0.6304571997675348,1.21583e+06
-0.6304571997675348,1.21583e+06
-0.4029236000024923,1.12781e+06
-0.4029236000024923,1.12781e+06
-0.3665554118538019,1.11309e+06
-0.3665554118538019,1.11309e+06
-0.3794759283609408,1.11834e+06
-0.3794759283609408,1.11834e+06
0.9116385991146401,17846.5
0.9116385991146401,17846.5
0.9624529936700903,11633.5
0.9624529936700903,11633.5
-0.5178100413011577,73965.6
-0.5178100413011577,73965.6
0.9424710166205507,14400.1
0.9424710166205507,14400.1
0.9259360422515711,16339
0.9259360422515711,16339
0.9250029645606062,16441.6
0.9250029645606062,16441.6
0.9027884688147765,18718.9
0.9027884688147765,18718.9
0.9473852559712711,13771.3
0.9473852559712711,13771.3
0.9056435388719598,18442
0.9056435388719598,18442
-0.5193934927460317,74004.2
-0.5193934927460317,74004.2
0.9245633102550297,16489.7
0.9245633102550297,16489.7
-0.48295415651025353,73111.4
-0.48295415651025353,73111.4
-0.4841666628211154,73141.3
-0.4841666628211154,73141.3
-0.5123533861733154,73832.5
-0.5123533861733154,73832.5
-0.5191065191888062,73997.2
-0.5191065191888062,73997.2
-0.5179054463849022,73967.9
-0.5179054463849022,73967.9
-0.5179088792403739,73968
-0.5179088792403739,73968
-0.42393041842826795,71641.6
-0.42393041842826795,71641.6
-0.42216288445402883,71597.2
-0.42216288445402883,71597.2
-0.5138088374187995,73868
-0.5138088374187995,73868
-0.5123828430154362,73833.2
-0.5123828430154362,73833.2
-0.4828062861436342,73107.7
-0.4828062861436342,73107.7
-0.5180717823231367,73972
-0.5180717823231367,73972
-0.5191370625633871,73997.9
-0.5191370625633871,73997.9
-0.5193847933787614,74004
-0.5193847933787614,74004
-0.519326133055817,74002.5
-0.519326133055817,74002.5
-0.5193139961580733,74002.2
-0.5193139961580733,74002.2
-1.8035968310380053,100526
-1.8035968310380053,100526
-3.060674076482379,120982
-3.060674076482379,120982
-2.5917854158485087,113783
-2.5917854158485087,113783
0.6156511306491107,218997
0.6156511306491107,218997
0.8267790348015636,147020
0.8267790348015636,147020
-0.9372711406847636,491667
-0.9372711406847636,491667
0.7555545374476184,174649
0.7555545374476184,174649
0.7102992914994974,190130
0.7102992914994974,190130
0.738737590481919,180557
0.738737590481919,180557
0.6196999638828982,217841
0.6196999638828982,217841
0.7667552233317105,170601
0.7667552233317105,170601
0.6195510576321397,217883
0.6195510576321397,217883
-0.9376019753449156,491709
-0.9376019753449156,491709
0.6651705912448469,204403
0.6651705912448469,204403
-0.9297904655620279,490717
-0.9297904655620279,490717
-0.9299500493243777,490737
-0.9299500493243777,490737
-0.936033482178366,491510
-0.936033482178366,491510
-0.9374776161625571,491693
-0.9374776161625571,491693
-0.9371252494774749,491648
-0.9371252494774749,491648
-0.9371790498641486,491655
-0.9371790498641486,491655
-0.9166368357637862,489041
-0.9166368357637862,489041
-0.9159750156469997,488957
-0.9159750156469997,488957
-0.9363169181362145,491546
-0.9363169181362145,491546
-0.9360431790519144,491511
-0.9360431790519144,491511
-0.9297629356995625,490713
-0.9297629356995625,490713
-0.9371969980215291,491657
-0.9371969980215291,491657
-0.9374865641040289,491694
-0.9374865641040289,491694
-0.9375997255848145,491709
-0.9375997255848145,491709
-0.9375870509792161,491707
-0.9375870509792161,491707
-0.937584595308621,491707
-0.937584595308621,491707
-0.2853650445502789,400488
-0.2853650445502789,400488
-0.17520372719886645,382941
-0.17520372719886645,382941
-0.18856145465956975,385112
-0.18856145465956975,385112
0.5821178425433919,134602
0.5821178425433919,134602
0.7971585957027415,93778.5
0.7971585957027415,93778.5
-0.553741839898966,259546
-0.553741839898966,259546
0.6723737339808953,119183
0.6723737339808953,119183
0.6493427449172047,123301
0.6493427449172047,123301
0.6438252283130217,124267
0.6438252283130217,124267
0.5277503906138781,143091
0.5277503906138781,143091
0.6525301369469985,122739
0.6525301369469985,122739
0.5751182744565193,135725
0.5751182744565193,135725
-0.5542039745671603,259585
-0.5542039745671603,259585
0.6311663206820424,126456
0.6311663206820424,126456
-0.5435394140753862,258693
-0.5435394140753862,258693
-0.5438184179645542,258716
-0.5438184179645542,258716
-0.5521150048025725,259410
-0.5521150048025725,259410
-0.554078338506357,259574
-0.554078338506357,259574
-0.553680034232189,259541
-0.553680034232189,259541
-0.5537083973244539,259543
-0.5537083973244539,259543
-0.5257954445410085,257201
-0.5257954445410085,257201
-0.5252372814796482,257154
-0.5252372814796482,257154
-0.5525270660523554,259445
-0.5525270660523554,259445
-0.5521293021003189,259411
-0.5521293021003189,259411
-0.5434881283140027,258688
-0.5434881283140027,258688
-0.5537651549039773,259548
-0.5537651549039773,259548
-0.5541051525038763,259576
-0.5541051525038763,259576
-0.554201144952138,259584
-0.554201144952138,259584
-0.5541843073871189,259583
-0.5541843073871189,259583
-0.5541807948685937,259583
-0.5541807948685937,259583
0.14572966453744474,192452
0.14572966453744474,192452
0.21199814469662714,184837
0.21199814469662714,184837
0.23176306447085426,182504
0.23176306447085426,182504
0.8911652252611588,49707.2
0.8911652252611588,49707.2
0.9527424550430484,32754.5
0.9527424550430484,32754.5
-0.5735567906276655,189006
-0.5735567906276655,189006
0.9282315066569478,40364.7
0.9282315066569478,40364.7
0.9154232262670137,43818.8
0.9154232262670137,43818.8
0.9143019487047016,44108.3
0.9143019487047016,44108.3
0.8848536638124391,51128.2
0.8848536638124391,51128.2
0.9344291418496216,38582.5
0.9344291418496216,38582.5
0.888855892402235,50231.8
0.888855892402235,50231.8
-0.5742106198153087,189046
-0.5742106198153087,189046
0.9050086492337652,46438.4
0.9050086492337652,46438.4
-0.5589315654016922,188126
-0.5589315654016922,188126
-0.5595171946367634,188161
-0.5595171946367634,188161
-0.5712587743226731,188868
-0.5712587743226731,188868
-0.5740624348617098,189037
-0.5740624348617098,189037
-0.5735474257116626,189006
-0.5735474257116626,189006
-0.5735679389682729,189007
-0.5735679389682729,189007
-0.5334991636392292,186585
-0.5334991636392292,186585
-0.5326759615884151,186535
-0.5326759615884151,186535
-0.5718616007238098,188905
-0.5718616007238098,188905
-0.5712662956155599,188869
-0.5712662956155599,188869
-0.5588974993471647,188124
-0.5588974993471647,188124
-0.5735993118378815,189009
-0.5735993118378815,189009
-0.5740687287717448,189037
-0.5740687287717448,189037
-0.5742069493178421,189045
-0.5742069493178421,189045
-0.5741822490949169,189044
-0.5741822490949169,189044
-0.5741772828632872,189044
-0.5741772828632872,189044
0.2883791305053316,127104
0.2883791305053316,127104
0.33045672214592126,123289
0.33045672214592126,123289
0.39691190981471336,117011
0.39691190981471336,117011
0.931659805829187,111.748
0.931659805829187,111.748
0.9710008020031229,72.7941
0.9710008020031229,72.7941
-1.1045088315194822,620.124
-1.1045088315194822,620.124
0.9562436511859179,89.4177
0.9562436511859179,89.4177
0.9460208184833897,99.3153
0.9460208184833897,99.3153
0.9175735011400581,122.726
0.9175735011400581,122.726
0.9057617025080362,131.225
0.9057617025080362,131.225
0.9605510541794611,84.9025
0.9605510541794611,84.9025
0.9260280883037316,116.262
0.9260280883037316,116.262
-1.4414854964091988,667.929
-1.4414854964091988,667.929
0.9402484668121226,104.491
0.9402484668121226,104.491
-6.107636126826401,1139.63
-6.107636126826401,1139.63
-5.151842397790763,1060.24
-5.151842397790763,1060.24
-0.25715333798932916,479.289
-0.25715333798932916,479.289
-1.3794667917666281,659.391
-1.3794667917666281,659.391
-1.1486926750192281,626.6
-1.1486926750192281,626.6
-1.1393990841656945,625.243
-1.1393990841656945,625.243
-71.93873370690092,3650.75
-71.93873370690092,3650.75
-77.57038174547887,3789.07
-77.57038174547887,3789.07
-0.36200317348681743,498.875
-0.36200317348681743,498.875
-0.259815938404204,479.796
-0.259815938404204,479.796
-6.110936873405501,1139.9
-6.110936873405501,1139.9
-1.1490282216079724,626.649
-1.1490282216079724,626.649
-1.3805063076121082,659.535
-1.3805063076121082,659.535
-1.4400357594363116,667.73
-1.4400357594363116,667.73
-1.4254383362374154,665.73
-1.4254383362374154,665.73
-1.422695040649181,665.353
-1.422695040649181,665.353
-120798.53922023179,148572
-120798.53922023179,148572
-166182.7178488777,174260
-166182.7178488777,174260
-148057.81418367111,164483
-148057.81418367111,164483
0.9395165690649135,97.3089
0.9395165690649135,97.3089
0.9755941145136017,61.8132
0.9755941145136017,61.8132
-1.2123783528522125,588.524
-1.2123783528522125,588.524
0.9627939635032335,76.3204
0.9627939635032335,76.3204
0.9595194713224762,79.6081
0.9595194713224762,79.6081
0.934970830345638,100.899
0.934970830345638,100.899
0.9333628972708062,102.139
0.9333628972708062,102.139
0.9672607357595269,71.5927
0.9672607357595269,71.5927
0.9421637770160621,95.1555
0.9421637770160621,95.1555
-1.6023345554409918,638.287
-1.6023345554409918,638.287
0.9542411392843194,84.6392
0.9542411392843194,84.6392
-7.377381031519263,1145.22
-7.377381031519263,1145.22
-6.511234813172208,1084.4
-6.511234813172208,1084.4
-0.2671807715854604,445.403
-0.2671807715854604,445.403
